benchmark_id	state_id	candidate_strategy	score_field	k	oracle_top_m	candidate_count	oracle_action_recall	oracle_node_recall	regret	best_in_topk_delta_tc	oracle_best_delta_tc	top1_real_delta_tc	top1_regret	negative_top1
subckt_0054	initial	cached_stride	guarded_reward	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	return_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	bounded_residual_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	bounded_residual_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	derived_hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	derived_hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	derived_hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	derived_hard_reduction_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	derived_hard_reduction_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0054	initial	cached_stride	derived_hard_reduction_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	reward_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	reward_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	reward_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	fc_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	fc_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	fc_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	bounded_residual_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	bounded_residual_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	derived_hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	derived_hard_reduction_total_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	derived_hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	reward_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	reward_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	reward_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	fc_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	fc_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	fc_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	hard_reduction_total_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	hard_reduction_total_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	hybrid_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	bounded_residual_hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	bounded_residual_hybrid_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	derived_hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	derived_hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	derived_hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	derived_hard_reduction_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	derived_hard_reduction_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_random	derived_hard_reduction_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	reward_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	reward_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	reward_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	fc_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	fc_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	fc_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	hard_reduction_total_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	bounded_residual_hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	bounded_residual_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	derived_hard_reduction_total_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	derived_hard_reduction_total_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	derived_hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	derived_hard_reduction_hybrid_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	derived_hard_reduction_hybrid_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0337	initial	cached_stride	derived_hard_reduction_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	reward_pred	1	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	reward_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	reward_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	fc_pred	1	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	fc_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	fc_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	hard_reduction_total_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	bounded_residual_hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	bounded_residual_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	derived_hard_reduction_total_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	derived_hard_reduction_total_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	derived_hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	reward_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	reward_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	reward_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	fc_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	fc_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	fc_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	bounded_residual_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	bounded_residual_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	derived_hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	derived_hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	derived_hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	derived_hard_reduction_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	derived_hard_reduction_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_random	derived_hard_reduction_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	reward_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	reward_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	reward_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	fc_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	fc_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	fc_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	hard_reduction_total_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	hard_reduction_total_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	hybrid_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	bounded_residual_hybrid_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	bounded_residual_hybrid_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	derived_hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	derived_hard_reduction_total_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	derived_hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	derived_hard_reduction_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	derived_hard_reduction_hybrid_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0037	initial	cached_stride	derived_hard_reduction_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	reward_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	reward_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	reward_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	fc_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	fc_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	fc_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	hard_reduction_total_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	hard_reduction_total_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	hard_reduction_total_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	bounded_residual_hybrid_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	bounded_residual_hybrid_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	bounded_residual_hybrid_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	derived_hard_reduction_total_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	derived_hard_reduction_total_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	derived_hard_reduction_total_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	1	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	3	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	5	1	36	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	reward_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	reward_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	reward_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	fc_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	fc_pred	3	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	fc_pred	5	1	36	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	guarded_reward	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	guarded_reward	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	guarded_reward	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	return_pred	1	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	return_pred	3	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
subckt_0052	initial	cached_random	return_pred	5	1	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
